Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
54,37,"""Vulpix""","""Fox Pokemon""",NULL,NULL,NULL,0.6,9.9,"""Fire""",NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""",NULL,NULL,25,75,70,"""Red / Blue / Yellow""","""Kanto""",38,41,40,65,0,65,249,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,60,"""Field""",NULL,20,NULL,NULL
55,37,"""Vulpix""","""Fox Pokemon""","""Alola""",54,NULL,0.6,9.9,"""Ice""",NULL,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",NULL,NULL,25,75,70,"""Sun / Moon""","""Alola""",38,41,40,50,65,65,299,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,60,"""Field""",NULL,20,NULL,NULL
56,38,"""Ninetales""","""Fox Pokemon""",NULL,NULL,NULL,1.1,19.9,"""Fire""",NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""",NULL,NULL,25,75,70,"""Red / Blue / Yellow""","""Kanto""",73,76,75,100,0,100,424,0,0,0,0,1,1,2,75,"""Medium Fast""",1000000,177,"""Field""",NULL,20,54,"""Fire Stone"""
57,38,"""Ninetales""","""Fox Pokemon""","""Alola""",56,NULL,1.1,19.9,"""Ice""","""Fairy""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",NULL,NULL,25,75,70,"""Sun / Moon""","""Alola""",73,67,75,81,100,109,505,0,0,0,0,0,2,2,75,"""Medium Fast""",1000000,177,"""Field""",NULL,20,55,"""Ice Stone"""
58,174,"""Igglybuff""","""Balloon Pokemon""",NULL,NULL,NULL,0.3,1.0,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,25,75,70,"""Gold / Silver / Crystal""","""Johto""",90,30,15,40,20,15,210,1,0,0,0,0,0,1,170,"""Fast""",800000,45,"""Undiscovered""",NULL,10,NULL,NULL
59,39,"""Jigglypuff""","""Balloon Pokemon""",NULL,NULL,NULL,0.5,5.5,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,25,75,70,"""Red / Blue / Yellow""","""Kanto""",115,45,20,25,0,20,225,2,0,0,0,0,0,2,170,"""Fast""",800000,95,"""Fairy""",NULL,10,58,NULL
60,40,"""Wigglytuff""","""Balloon Pokemon""",NULL,NULL,NULL,1.0,12.0,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,25,75,70,"""Red / Blue / Yellow""","""Kanto""",140,70,45,85,50,45,435,3,0,0,0,0,0,3,50,"""Fast""",800000,196,"""Fairy""",NULL,10,59,"""Moon Stone"""
61,41,"""Zubat""","""Bat Pokemon""",NULL,NULL,NULL,0.8,7.5,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",40,45,35,40,0,55,215,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,49,"""Flying""",NULL,15,NULL,NULL
62,42,"""Golbat""","""Bat Pokemon""",NULL,NULL,NULL,1.6,55.0,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",75,80,70,75,0,95,395,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,159,"""Flying""",NULL,15,61,"""Level 22"""
63,169,"""Crobat""","""Bat Pokemon""",NULL,NULL,NULL,1.8,75.0,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""Gold / Silver / Crystal""","""Johto""",85,90,80,70,80,130,535,0,0,0,0,0,3,3,90,"""Medium Fast""",1000000,241,"""Flying""",NULL,15,62,NULL
64,43,"""Oddish""","""Weed Pokemon""",NULL,NULL,NULL,0.5,5.4,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",45,50,55,75,0,30,255,0,0,0,1,0,0,1,255,"""Medium Slow""",1059860,64,"""Grass""",NULL,20,NULL,NULL
65,44,"""Gloom""","""Weed Pokemon""",NULL,NULL,NULL,0.8,8.6,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,65,70,85,0,40,320,0,0,0,2,0,0,2,120,"""Medium Slow""",1059860,138,"""Grass""",NULL,20,64,"""Level 21"""
66,45,"""Vileplume""","""Flower Pokemon""",NULL,NULL,NULL,1.2,18.6,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",75,80,85,110,90,50,490,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,221,"""Grass""",NULL,20,65,"""Leaf Stone"""
67,182,"""Bellossom""","""Flower Pokemon""",NULL,NULL,NULL,0.4,5.8,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,50,50,70,"""Gold / Silver / Crystal""","""Johto""",75,80,95,90,100,50,490,0,0,0,0,3,0,3,45,"""Medium Slow""",1059860,221,"""Grass""",NULL,20,65,"""Sun Stone"""
68,46,"""Paras""","""Mushroom Pokemon""",NULL,NULL,NULL,0.3,5.4,"""Bug""","""Grass""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,70,55,55,0,25,240,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,57,"""Bug""","""Grass""",20,NULL,NULL
69,47,"""Parasect""","""Mushroom Pokemon""",NULL,NULL,NULL,1.0,29.5,"""Bug""","""Grass""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,95,80,80,0,30,345,0,2,1,0,0,0,3,75,"""Medium Fast""",1000000,142,"""Bug""","""Grass""",20,68,"""Level 24"""
70,48,"""Venonat""","""Insect Pokemon""",NULL,NULL,NULL,1.0,30.0,"""Bug""","""Poison""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Run Away""","""Enables a sure getaway from wild Pokémon.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,55,50,40,0,45,250,0,0,0,0,1,0,1,190,"""Medium Fast""",1000000,61,"""Bug""",NULL,20,NULL,NULL
71,49,"""Venomoth""","""Poison Moth Pokemon""",NULL,NULL,NULL,1.5,12.5,"""Bug""","""Poison""","""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Wonder Skin""","""Makes status moves more likely to miss.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",70,65,60,90,0,90,375,0,0,0,1,0,1,2,75,"""Medium Fast""",1000000,158,"""Bug""",NULL,20,70,"""Level 31"""
72,50,"""Diglett""","""Mole Pokemon""",NULL,NULL,NULL,0.2,0.8,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",10,55,25,45,0,95,230,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,53,"""Field""",NULL,20,NULL,NULL
73,51,"""Dugtrio""","""Mole Pokemon""",NULL,NULL,NULL,0.7,33.3,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,"""Medium Fast""",1000000,149,"""Field""",NULL,20,72,"""Level 26"""
74,50,"""Diglett""","""Mole Pokemon""","""Alola""",72,NULL,0.2,1.0,"""Ground""","""Steel""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Tangling Hair""","""Contact with the Pokémon lowers the attacker's Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",10,55,30,35,45,90,265,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,53,"""Field""",NULL,20,NULL,NULL
75,51,"""Dugtrio""","""Mole Pokemon""","""Alola""",73,NULL,0.7,66.6,"""Ground""","""Steel""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Tangling Hair""","""Contact with the Pokémon lowers the attacker's Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",35,100,60,50,70,110,425,0,2,0,0,0,0,2,50,"""Medium Fast""",1000000,149,"""Field""",NULL,20,74,"""Level 26 In Alola"""
76,16,"""Pidgey""","""Tiny Bird Pokemon""",NULL,NULL,NULL,0.3,1.8,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",40,45,40,35,0,56,216,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,50,"""Flying""",NULL,15,NULL,NULL
77,17,"""Pidgeotto""","""Bird Pokemon""",NULL,NULL,NULL,1.1,30.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",63,60,55,50,0,71,299,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,122,"""Flying""",NULL,15,76,"""Level 18"""
78,18,"""Pidgeot""","""Bird Pokemon""",NULL,NULL,NULL,1.5,39.5,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",83,80,75,70,70,101,479,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,216,"""Flying""",NULL,15,77,"""Level 36"""
79,18,"""Pidgeot""","""Bird Pokemon""","""Mega""",78,NULL,2.2,50.5,"""Normal""","""Flying""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Omega Ruby / Alpha Sapphire""","""Kalos""",83,80,80,135,80,121,579,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,261,"""Flying""",NULL,15,NULL,NULL
80,19,"""Rattata""","""Mouse Pokemon""",NULL,NULL,NULL,0.3,3.5,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",30,56,35,25,0,72,218,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,51,"""Field""",NULL,15,NULL,NULL
81,19,"""Rattata""","""Mouse Pokemon""","""Alola""",80,NULL,0.3,3.8,"""Dark""","""Normal""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",30,56,35,25,35,72,253,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,51,"""Field""",NULL,15,NULL,NULL
82,20,"""Raticate""","""Mouse Pokemon""",NULL,NULL,NULL,0.7,18.5,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",55,81,60,50,0,97,343,0,0,0,0,0,2,2,127,"""Medium Fast""",1000000,145,"""Field""",NULL,15,80,"""Level 20"""
83,20,"""Raticate""","""Mouse Pokemon""","""Alola""",82,NULL,0.7,25.5,"""Dark""","""Normal""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",75,71,70,40,80,77,413,0,0,0,0,0,2,2,127,"""Medium Fast""",1000000,145,"""Field""",NULL,15,81,"""Level 20"""
84,21,"""Spearow""","""Tiny Bird Pokemon""",NULL,NULL,NULL,0.3,2.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Sniper""","""Powers up moves if they become critical hits when attacking.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",40,60,30,31,0,70,231,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,52,"""Flying""",NULL,15,NULL,NULL
85,22,"""Fearow""","""Beak Pokemon""",NULL,NULL,NULL,1.2,38.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Sniper""","""Powers up moves if they become critical hits when attacking.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",65,90,65,61,0,100,381,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,155,"""Flying""",NULL,15,84,"""Level 20"""
86,23,"""Ekans""","""Snake Pokemon""",NULL,NULL,NULL,2.0,6.9,"""Poison""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,60,44,40,0,55,234,0,1,0,0,0,0,1,255,"""Medium Fast""",1000000,58,"""Field""","""Dragon""",20,NULL,NULL
87,24,"""Arbok""","""Cobra Pokemon""",NULL,NULL,NULL,3.5,65.0,"""Poison""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,95,69,65,79,80,448,0,2,0,0,0,0,2,90,"""Medium Fast""",1000000,157,"""Field""","""Dragon""",20,86,"""Level 22"""
88,172,"""Pichu""","""Tiny Mouse Pokemon""",NULL,NULL,NULL,0.3,2.0,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,70,"""Gold / Silver / Crystal""","""Johto""",20,40,15,35,35,60,205,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,41,"""Undiscovered""",NULL,10,NULL,NULL
89,25,"""Pikachu""","""Mouse Pokemon""",NULL,NULL,NULL,0.4,6.0,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",35,55,40,50,0,90,270,0,0,0,0,0,2,2,190,"""Medium Fast""",1000000,112,"""Field""","""Fairy""",10,88,NULL
90,26,"""Raichu""","""Mouse Pokemon""",NULL,NULL,NULL,0.8,30.0,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",60,90,55,90,80,110,485,0,0,0,0,0,3,3,75,"""Medium Fast""",1000000,218,"""Field""","""Fairy""",10,89,"""Thunder Stone"""
91,26,"""Raichu""","""Mouse Pokemon""","""Alola""",90,NULL,0.7,21.0,"""Electric""","""Psychic""","""Surge Surfer""","""Doubles the Pokémon's Speed stat on Electric Terrain.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",60,85,50,95,85,110,485,0,0,0,0,0,3,3,75,"""Medium Fast""",1000000,218,"""Field""","""Fairy""",10,89,"""Thunder Stone In Alola"""
92,27,"""Sandshrew""","""Mouse Pokemon""",NULL,NULL,NULL,0.6,12.0,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",50,75,85,30,0,40,280,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,60,"""Field""",NULL,20,NULL,NULL
93,27,"""Sandshrew""","""Mouse Pokemon""","""Alola""",92,NULL,0.7,40.0,"""Ice""","""Steel""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",50,75,90,10,35,40,300,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,60,"""Field""",NULL,20,NULL,NULL
94,28,"""Sandslash""","""Mouse Pokemon""",NULL,NULL,NULL,1.0,29.5,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",75,100,110,55,0,65,405,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,158,"""Field""",NULL,20,92,"""Level 22"""
95,28,"""Sandslash""","""Mouse Pokemon""","""Alola""",94,NULL,1.2,55.0,"""Ice""","""Steel""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",75,100,120,25,65,65,450,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,158,"""Field""",NULL,20,93,"""Ice Stone"""
96,52,"""Meowth""","""Scratch Cat Pokemon""",NULL,NULL,NULL,0.4,4.2,"""Normal""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",40,45,35,40,0,90,250,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,58,"""Field""",NULL,20,NULL,NULL
97,52,"""Meowth""","""Scratch Cat Pokemon""","""Alola""",96,NULL,0.4,4.2,"""Dark""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",40,35,35,50,40,90,290,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,58,"""Field""",NULL,20,NULL,NULL
