pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Cubone,104,138,Lonely Pokémon,0.4,6.5,Ground,,,,Rock Head,Protects the Pokémon from recoil damage.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokémon from critical hits.,50,50,95,40,50,35,320
Marowak,105,139,Bone Keeper Pokémon,1,45,Ground,,138,Level 28,Rock Head,Protects the Pokémon from recoil damage.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokémon from critical hits.,60,80,110,50,80,45,425
Hitmonlee,106,140,Kicking Pokémon,1.5,49.8,Fighting,,360,Level 20 With Attack > Defense,Limber,Its limber body protects the Pokémon from paralysis.,Reckless,Powers up moves that have recoil damage.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,50,120,53,35,110,87,455
Hitmonchan,107,141,Punching Pokémon,1.4,50.2,Fighting,,360,Level 20 With Attack < Defense,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Iron Fist,Powers up punching moves.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",50,105,79,35,110,76,455
Lickitung,108,142,Licking Pokémon,1.2,65.5,Normal,,,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Cloud Nine,Eliminates the effects of weather.,90,55,75,60,75,30,385
Koffing,109,143,Poison Gas Pokémon,0.6,1,Poison,,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Neutralizing Gas,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.",Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",40,65,95,60,45,35,340
Weezing,110,144,Poison Gas Pokémon,1.2,9.5,Poison,,143,Level 35,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Neutralizing Gas,"If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.",Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",65,90,120,85,70,60,490
Rhyhorn,111,145,Spikes Pokémon,1,115,Ground,Rock,,,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Rock Head,Protects the Pokémon from recoil damage.,Reckless,Powers up moves that have recoil damage.,80,85,95,30,30,25,345
Rhydon,112,146,Drill Pokémon,1.9,120,Ground,Rock,145,Level 42,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Rock Head,Protects the Pokémon from recoil damage.,Reckless,Powers up moves that have recoil damage.,105,130,120,45,45,40,485
Chansey,113,147,Egg Pokémon,1.1,34.6,Normal,,638,Holding An Oval Stone During The Day,Natural Cure,All status conditions heal when the Pokémon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Healer,Sometimes heals an ally's status condition.,250,5,5,35,105,50,450
Tangela,114,148,Vine Pokémon,1,35,Grass,,,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Leaf Guard,Prevents status conditions in harsh sunlight.,Regenerator,Restores a little HP when withdrawn from battle.,65,55,115,100,40,60,435
Kangaskhan,115,211,Parent Pokémon,2.2,80,Normal,,,,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",105,95,80,40,80,90,490
Horsea,116,212,Dragon Pokémon,0.4,8,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",30,40,70,70,25,60,295
Seadra,117,213,Dragon Pokémon,1.2,25,Water,,212,Level 32,Poison Point,Contact with the Pokémon may poison the attacker.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",55,65,95,95,45,85,440
Goldeen,118,214,Goldfish Pokémon,0.6,15,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",45,67,60,35,50,63,320
Seaking,119,215,Goldfish Pokémon,1.3,39,Water,,214,Level 33,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",80,92,65,65,80,68,450
Staryu,120,216,Star Shape Pokémon,0.8,34.5,Water,,,,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Natural Cure,All status conditions heal when the Pokémon switches out.,Analytic,Boosts move power when the Pokémon moves last.,30,45,55,70,55,85,340
Starmie,121,217,Mysterious Pokémon,1.1,80,Water,Psychic,216,Water Stone,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Natural Cure,All status conditions heal when the Pokémon switches out.,Analytic,Boosts move power when the Pokémon moves last.,60,75,85,100,85,115,520
Mr. Mime,122,218,Barrier Pokémon,1.3,54.5,Psychic,Fairy,637,Knowing Mimic,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Filter,Reduces the power of supereffective attacks taken.,Technician,Powers up the Pokémon's weaker moves.,40,45,65,100,120,90,460
Scyther,123,219,Mantis Pokémon,1.5,56,Bug,Flying,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Technician,Powers up the Pokémon's weaker moves.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,70,110,80,55,80,105,500
Jynx,124,220,Human Shape Pokémon,1.4,40.6,Ice,Psychic,362,Level 30,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",65,50,35,115,95,95,455
Electabuzz,125,221,Electric Pokémon,1.1,30,Electric,,363,Level 30,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",65,83,57,95,85,105,490
Magmar,126,222,Spitfire Pokémon,1.3,44.5,Fire,,364,Level 30,Flame Body,Contact with the Pokémon may burn the attacker.,,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",65,95,57,100,85,93,495
Pinsir,127,223,Stag Beetle Pokémon,1.5,55,Bug,,,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",65,125,100,55,70,85,500
Tauros,128,224,Wild Bull Pokémon,1.4,88.4,Normal,,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,75,100,95,40,70,110,490
Magikarp,129,225,Fish Pokémon,0.9,10,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",20,10,55,15,20,80,200
Gyarados,130,226,Atrocious Pokémon,6.5,235,Water,Flying,225,Level 20,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",95,125,79,60,100,81,540
Lapras,131,227,Transport Pokémon,2.5,220,Water,Ice,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Hydration,Heals status conditions if it's raining.,130,85,80,85,95,60,535
Eevee,133,228,Evolution Pokémon,0.3,6.5,Normal,,,,Run Away,Enables a sure getaway from wild Pokémon.,Adaptability,Powers up moves of the same type as the Pokémon.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,55,55,50,45,65,55,325
Vaporeon,134,229,Bubble Jet Pokémon,1,29,Water,,228,Water Stone,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,,,Hydration,Heals status conditions if it's raining.,130,65,60,110,95,65,525
Jolteon,135,230,Lightning Pokémon,0.8,24.5,Electric,,228,Thunder Stone,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,,,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,65,65,60,110,95,130,525
Flareon,136,231,Flame Pokémon,0.9,25,Fire,,228,Fire Stone,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,65,130,60,95,110,65,525
Porygon,137,232,Virtual Pokémon,0.8,36.5,Normal,,,,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,Analytic,Boosts move power when the Pokémon moves last.,65,60,70,85,75,40,395
Omanyte,138,233,Spiral Pokémon,0.4,7.5,Rock,Water,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,35,40,100,90,55,35,355
Omastar,139,234,Spiral Pokémon,1,35,Rock,Water,233,Level 40,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,70,60,125,115,70,55,495
Kabuto,140,235,Shellfish Pokémon,0.5,11.5,Rock,Water,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,30,80,90,55,45,55,355
Kabutops,141,236,Shellfish Pokémon,1.3,40.5,Rock,Water,235,Level 40,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,60,115,105,65,70,80,495
Aerodactyl,142,237,Fossil Pokémon,1.8,59,Rock,Flying,,,Rock Head,Protects the Pokémon from recoil damage.,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,80,105,65,60,75,130,515
Snorlax,143,238,Sleeping Pokémon,2.1,460,Normal,,644,,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",160,110,65,65,110,30,540
Articuno,144,239,Freeze Pokémon,1.7,55.4,Ice,Flying,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Snow Cloak,Boosts evasiveness in a hailstorm.,90,85,100,95,125,85,580
Zapdos,145,240,Electric Pokémon,1.6,52.6,Electric,Flying,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",90,90,85,125,90,100,580
Moltres,146,241,Flame Pokémon,2,60,Fire,Flying,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Flame Body,Contact with the Pokémon may burn the attacker.,90,100,90,125,85,90,580
Dratini,147,242,Dragon Pokémon,1.8,3.3,Dragon,,,,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,41,64,45,50,50,50,300
Dragonair,148,243,Dragon Pokémon,4,16.5,Dragon,,242,Level 30,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,61,84,65,70,70,70,420
Dragonite,149,244,Dragon Pokémon,2.2,210,Dragon,Flying,243,Level 55,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,Multiscale,Reduces the amount of damage the Pokémon takes while its HP is full.,91,134,95,100,100,80,600
Chikorita,152,245,Leaf Pokémon,0.9,6.4,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Leaf Guard,Prevents status conditions in harsh sunlight.,45,49,65,49,65,45,318
Bayleef,153,246,Leaf Pokémon,1.2,15.8,Grass,,245,Level 16,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Leaf Guard,Prevents status conditions in harsh sunlight.,60,62,80,63,80,60,405
Meganium,154,247,Herb Pokémon,1.8,100.5,Grass,,246,Level 32,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Leaf Guard,Prevents status conditions in harsh sunlight.,80,82,100,83,100,80,525
Cyndaquil,155,248,Fire Mouse Pokémon,0.5,7.9,Fire,,,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,39,52,43,60,50,65,309
Quilava,156,249,Volcano Pokémon,0.9,19,Fire,,248,Level 14,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,58,64,58,80,65,80,405
Typhlosion,157,250,Volcano Pokémon,1.7,79.5,Fire,,249,Level 36,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,78,84,78,109,85,100,534
Totodile,158,251,Big Jaw Pokémon,0.6,9.5,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,50,65,64,44,48,43,314
Croconaw,159,252,Big Jaw Pokémon,1.1,25,Water,,251,Level 18,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,65,80,80,59,63,58,405
Feraligatr,160,253,Big Jaw Pokémon,2.3,88.8,Water,,252,Level 30,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,85,105,100,79,83,78,530
Sentret,161,254,Scout Pokémon,0.8,6,Normal,,,,Run Away,Enables a sure getaway from wild Pokémon.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",35,46,34,35,45,20,215
Furret,162,255,Long Body Pokémon,1.8,32.5,Normal,,254,Level 15,Run Away,Enables a sure getaway from wild Pokémon.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",85,76,64,45,55,90,415
Hoothoot,163,256,Owl Pokémon,0.7,21.2,Normal,Flying,,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage.,60,30,30,36,56,50,262
Noctowl,164,257,Owl Pokémon,1.6,40.8,Normal,Flying,256,Level 20,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage.,100,50,50,86,96,70,452
Ledyba,165,258,Five Star Pokémon,1,10.8,Bug,Flying,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",40,20,30,40,80,55,265
Ledian,166,259,Five Star Pokémon,1.4,35.6,Bug,Flying,258,Level 18,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Iron Fist,Powers up punching moves.,55,35,50,55,110,85,390
